Town,Address,Sale Price,Sale Date
WAKEFIELD,4243 DIGNEY AVENUE,400000,2/21/20
WAKEFIELD,1800 BUSSING AVENUE,740000,2/21/20
MORRIS PARK/VAN NEST,1817 BOGART AVENUE,10,2/22/20
BATHGATE,4683 PARK AVENUE,203650,2/24/20
BEDFORD PARK/NORWOOD,2819 DECATUR AVENUE,550000,2/24/20
KINGSBRIDGE HTS/UNIV HTS,"3 FORDHAM HILL OVAL, 8E",155000,2/24/20
MORRISANIA/LONGWOOD,1408 VYSE AVENUE,630000,2/24/20
MORRISANIA/LONGWOOD,1410 VYSE AVENUE,630000,2/24/20
PARKCHESTER,1523 LELAND,530250,2/24/20
PELHAM PARKWAY NORTH,2593 LURTING AVENUE,260000,2/24/20
RIVERDALE,"5700 ARLINGTON AVENUE, 5U",670000,2/24/20
RIVERDALE,"445 WEST 240 STREET, 1G",275000,2/24/20
WOODLAWN,"4295 WEBSTER AVENUE, 4F",230000,2/24/20
BAYCHESTER,4006 PRATT AVENUE,442500,2/25/20
BAYCHESTER,1300 EAST 222 STREET,10,2/25/20
BEDFORD PARK/NORWOOD,"335 EAST 209TH STREET, 12",25000,2/25/20
BRONXDALE,2715 CRUGER AVENUE,1093253,2/25/20
CITY ISLAND,415 HUNTER AVENUE,400000,2/25/20
CITY ISLAND,296 CITY ISLAND AVENUE,440000,2/25/20
MOUNT HOPE/MOUNT EDEN,1962 ANTHONY AVENUE,382000,2/25/20
PARKCHESTER,"1521 UNIONPORT RD, 5E",242000,2/25/20
PELHAM PARKWAY SOUTH,2066 MATTHEWS AVENUE,385000,2/25/20
PELHAM PARKWAY SOUTH,"2121 PAULDING AVENUE, 1D",130000,2/25/20
SOUNDVIEW,"860 LELAND AVENUE, 33C",280000,2/25/20
SOUNDVIEW,"820 BOYNTON AVENUE, 10M",210844,2/25/20
THROGS NECK,267 QUINCY AVENUE,530000,2/25/20
WILLIAMSBRIDGE,750 EAST 221ST STREET,635000,2/25/20
WILLIAMSBRIDGE,943 EAST 213 STREET,635000,2/25/20
BAYCHESTER,2186 LIGHT STREET,86000,2/26/20
BRONXDALE,3031 MATTHEWS AVENUE,505000,2/26/20
BRONXDALE,3011 LACONIA AVE,278850,2/26/20
CASTLE HILL/UNIONPORT,"1966 NEWBOLD AVE, 504",162000,2/26/20
KINGSBRIDGE HTS/UNIV HTS,"2545 SEDGWICK AVENUE, 4J",199000,2/26/20
MORRIS PARK/VAN NEST,766 VAN NEST AVENUE,675000,2/26/20
MOTT HAVEN/PORT MORRIS,290 EAST 149TH STREET,1150000,2/26/20
MOTT HAVEN/PORT MORRIS,287 EAST 148TH STREET,910000,2/26/20
MOTT HAVEN/PORT MORRIS,292 EAST 149TH STREET,1844000,2/26/20
MOTT HAVEN/PORT MORRIS,303-305 EAST 148TH STREET,2192000,2/26/20
MOTT HAVEN/PORT MORRIS,299 EAST 148TH STREET,920000,2/26/20
MOTT HAVEN/PORT MORRIS,297 EAST 148TH STREET,3134000,2/26/20
PARKCHESTER,"1475 THIERIOT AVENUE, 2A",158000,2/26/20
PARKCHESTER,"2130 EAST TREMONT AVENUE, MH",205000,2/26/20
PELHAM PARKWAY NORTH,2424 BARNES AVENUE,400000,2/26/20
PELHAM PARKWAY NORTH,2539 RADCLIFF AVENUE,499000,2/26/20
PELHAM PARKWAY SOUTH,"2102 HOLLAND AVENUE, 3A",135000,2/26/20
RIVERDALE,"3017 RIVERDALE AVE, 4H",130000,2/26/20
RIVERDALE,"3017 RIVERDALE AVE., 4E",265000,2/26/20
RIVERDALE,"735 KAPPOCK STREET, 11AB",550000,2/26/20
RIVERDALE,"3777 INDEPENDENCE AVE, 4K",225000,2/26/20
SOUNDVIEW,634 ROSEDALE AVENUE,597000,2/26/20
SOUNDVIEW,1426 FTELEY AVENUE,700000,2/26/20
THROGS NECK,252 EMERSON AVENUE,767500,2/26/20
WAKEFIELD,663 EAST 243 STREET,440000,2/26/20
WESTCHESTER,1609 OVERING STREET,805800,2/26/20
WILLIAMSBRIDGE,715 EAST 212 STREET,486000,2/26/20
BAYCHESTER,3316 PEARSALL AVENUE,400000,2/27/20
BAYCHESTER,1231 EAST 222 STREET,916425,2/27/20
BAYCHESTER,1425 EAST GUN HILL ROAD,775000,2/27/20
BEDFORD PARK/NORWOOD,"2962 DECATUR AVENUE, 3D",190000,2/27/20
BELMONT,2295 CROTONA AVENUE,725000,2/27/20
BRONXDALE,662 BURKE AVE,775000,2/27/20
COUNTRY CLUB,3146 FAIRMOUNT AVENUE,465000,2/27/20
HIGHBRIDGE/MORRIS HEIGHTS,1520 INWOOD AVENUE,600000,2/27/20
KINGSBRIDGE/JEROME PARK,"315 WEST 232ND STREET, 1D",175000,2/27/20
MELROSE/CONCOURSE,"1010 SHERMAN AVENUE, 3D",175000,2/27/20
PARKCHESTER,"1585 ODELL STREET, 4F",125000,2/27/20
PARKCHESTER,"1594 UNIONPORT ROAD, 12F",225000,2/27/20
RIVERDALE,5511 FIELDSTON ROAD,822000,2/27/20
RIVERDALE,"3810 GREYSTONE AVENUE, 107",144000,2/27/20
RIVERDALE,"5500 FIELDSTON RD, 3CC",180000,2/27/20
RIVERDALE,"5410 NETHERLAND AVENUE, A31",224500,2/27/20
SCHUYLERVILLE/PELHAM BAY,2928 EAST 196TH STREET,765000,2/27/20
SOUNDVIEW,550 BOLTON AVENUE,294060,2/27/20
THROGS NECK,2883 ROOSEVELT AVENUE,440000,2/27/20
THROGS NECK,2840 RANDALL AVENUE,600000,2/27/20
THROGS NECK,372 HUNTINGTON,10,2/27/20
THROGS NECK,534 YZNAGA PLACE,550000,2/27/20
WAKEFIELD,1846 BUSSING AVE,698000,2/27/20
WAKEFIELD,1031 EAST 241 STREET,530000,2/27/20
WESTCHESTER,2356 WATERBURY AVENUE,450000,2/27/20
WESTCHESTER,2263 NEWBOLD AVENUE,525000,2/27/20
WESTCHESTER,2565 FRISBY AVENUE,850000,2/27/20
BATHGATE,1620 WEBSTER AVENUE,33072265,2/28/20
BATHGATE,1624 WEBSTER AVENUE,33072265,2/28/20
BAYCHESTER,4032 ELY,535600,2/28/20
BAYCHESTER,4087 EDSON AVENUE,705000,2/28/20
BELMONT,2768 WEBSTER AVENUE,33072265,2/28/20
CASTLE HILL/UNIONPORT,1067 OLMSTEAD AVENUE,745000,2/28/20
COUNTRY CLUB,639 VINCENT AVENUE,655000,2/28/20
HIGHBRIDGE/MORRIS HEIGHTS,1869 HARRISON AVENUE,775000,2/28/20
KINGSBRIDGE/JEROME PARK,3015 KINGSBRIDGE TERRACE,460000,2/28/20
KINGSBRIDGE/JEROME PARK,2843 HEATH AVE,600000,2/28/20
KINGSBRIDGE/JEROME PARK,"3850 SEDGWICK AVENUE, 1B",305000,2/28/20
MELROSE/CONCOURSE,369 EAST 159 STREET,470000,2/28/20
MELROSE/CONCOURSE,N/A CONCOURSE VILLAGE E,33072265,2/28/20
MELROSE/CONCOURSE,N/A MELROSE AVENUE,33072265,2/28/20
MORRISANIA/LONGWOOD,596 EAST 164 STREET,850000,2/28/20
MORRISANIA/LONGWOOD,673 EAST 165TH STREET,829000,2/28/20
MORRISANIA/LONGWOOD,739 KELLY STREET,900000,2/28/20
MORRISANIA/LONGWOOD,443 EAST 162 STREET,33072265,2/28/20
MORRISANIA/LONGWOOD,890 WASHINGTON AVENUE,33072265,2/28/20
MORRISANIA/LONGWOOD,550 ST ANNS AVENUE,33072265,2/28/20
MORRISANIA/LONGWOOD,N/A EAST 161 STREET,33072265,2/28/20
MOTT HAVEN/PORT MORRIS,523 TINTON AVENUE,530820,2/28/20
MOTT HAVEN/PORT MORRIS,"225 EAST 138 STREET, 505",507000,2/28/20
MOTT HAVEN/PORT MORRIS,63 EXTERIOR STREET,33072265,2/28/20
MOTT HAVEN/PORT MORRIS,N/A EAST 138 STREET,33072265,2/28/20
MOTT HAVEN/PORT MORRIS,376 ST ANNS AVENUE,33072265,2/28/20
MOTT HAVEN/PORT MORRIS,N/A EAST 138 STREET,33072265,2/28/20
MOUNT HOPE/MOUNT EDEN,62 CLIFFORD PLACE,33072265,2/28/20
PARKCHESTER,1709 VAN BUREN STREET,570000,2/28/20
PARKCHESTER,"1919 MCGRAW AVENUE, 5F",195000,2/28/20
PARKCHESTER,"2140 EAST TREMONT AVENUE, TA",180000,2/28/20
PELHAM PARKWAY NORTH,2552 YATES AVENUE,990000,2/28/20
RIVERDALE,"5500 FIELDSTON RD, 9GG",248000,2/28/20
RIVERDALE,"5715 MOSHOLU AVENUE, 4G",115000,2/28/20
RIVERDALE,"3636 FIELDSTON ROAD, 6G",156000,2/28/20
SOUNDVIEW,1231 LELAND AVENUE,590000,2/28/20
SOUNDVIEW,1766 LACOMBE AVE,635000,2/28/20
SOUNDVIEW,637 COMMONWEALTH AVENUE,890000,2/28/20
THROGS NECK,2963 LAFAYETTE AVENUE,707500,2/28/20
WAKEFIELD,563 EAST 240 STREET,10,2/28/20
WAKEFIELD,N/A BULLARD AVENUE,33072265,2/28/20
WESTCHESTER,2234 HAVILAND AVENUE,899000,2/28/20
WILLIAMSBRIDGE,1009 EAST 228 STREET,760000,2/28/20
WILLIAMSBRIDGE,3900 WEBSTER AVENUE,33072265,2/28/20
SCHUYLERVILLE/PELHAM BAY,1345 ELLISON,258315,2/29/20
RIVERDALE,"55 KNOLLS CRESCENT, 4E",136850,3/1/20
RIVERDALE,"55 KNOLLS CRESCENT, 10G",95200,3/1/20
BATHGATE,2327 WASHINGTON AVE,165000,3/2/20
BEDFORD PARK/NORWOOD,3214 BAINBRIDGE AVENUE,660000,3/2/20
BRONXDALE,2909 WILSON AVENUE,640000,3/2/20
BRONXDALE,"665 THWAITES PLACE, 6F",126000,3/2/20
COUNTRY CLUB,1461 SHORE DRIVE,385000,3/2/20
HUNTS POINT,"355 FOOD CENTER DRIVE, C19",3850000,3/2/20
HUNTS POINT,"355 FOOD CENTER DRIVE, C17",3850000,3/2/20
HUNTS POINT,"355 FOOD CENTER DRIVE, C18",3850000,3/2/20
HUNTS POINT,"355 FOOD CENTER DRIVE, C20",3850000,3/2/20
HUNTS POINT,"355 FOOD CENTER DRIVE, D17",3850000,3/2/20
HUNTS POINT,"355 FOOD CENTER DRIVE, C21",3850000,3/2/20
HUNTS POINT,"355 FOOD CENTER DRIVE, C22",3850000,3/2/20
MORRIS PARK/VAN NEST,1920 FOWLER AVENUE,480000,3/2/20
MORRISANIA/LONGWOOD,969 EAST 167TH ST,700000,3/2/20
MORRISANIA/LONGWOOD,897 EAST 149 STREET,5800000,3/2/20
MOTT HAVEN/PORT MORRIS,281 ALEXANDER AVENUE,751000,3/2/20
MOUNT HOPE/MOUNT EDEN,1754 TOPPING AVENUE,800000,3/2/20
SOUNDVIEW,1237 ELDER AVENUE,650000,3/2/20
WAKEFIELD,4418 GRACE AVENUE,497490,3/2/20
WILLIAMSBRIDGE,832A EAST 227TH STREET,650000,3/2/20
BEDFORD PARK/NORWOOD,"3000 VALENTINE AVENUE, 1F",140000,3/3/20
CASTLE HILL/UNIONPORT,406 CASTLE HILL AVENUE,755000,3/3/20
CROTONA PARK,1821 PROSPECT AVENUE,985000,3/3/20
HIGHBRIDGE/MORRIS HEIGHTS,1019 NELSON AVENUE,840000,3/3/20
MORRIS PARK/VAN NEST,1860 COLDEN AVENUE,1200000,3/3/20
PARKCHESTER,1618 TAYLOR AVENUE,710873,3/3/20
PARKCHESTER,"1670 METROPOLITAN AVENUE, 7E",255000,3/3/20
PARKCHESTER,"1560 METROPOLITAN AVENUE, 10H",217444,3/3/20
PELHAM GARDENS,1701 ASTOR AVENUE,750000,3/3/20
PELHAM PARKWAY SOUTH,1802 SEMINOLE AVENUE,410000,3/3/20
RIVERDALE,324 WEST 263RD STREET,200000,3/3/20
RIVERDALE,"3333 HENRY HUDSON PARKWAY, 15G",335000,3/3/20
SOUNDVIEW,"1218 EVERGREEN AVENUE, 5A",280000,3/3/20
SOUNDVIEW,N/A LAFAYETTE AVENUE,18500000,3/3/20
SOUNDVIEW,N/A LAFAYETTE AVENUE,18500000,3/3/20
THROGS NECK,2766 MILES AVENUE,685000,3/3/20
WAKEFIELD,4238 BYRON AVENUE,545900,3/3/20
WESTCHESTER,1208 OLMSTEAD AVENUE,475000,3/3/20
WILLIAMSBRIDGE,752 E 216TH,620552,3/3/20
WOODLAWN,278 EAST 240TH STREET,637500,3/3/20
COUNTRY CLUB,3287 LAFAYETTE AVENUE,372000,3/4/20
COUNTRY CLUB,921 CLARENCE AVENUE,683800,3/4/20
HIGHBRIDGE/MORRIS HEIGHTS,1658 MONTGOMERY AVENUE,714000,3/4/20
HUNTS POINT,506 HUNTS POINT AVENUE,750000,3/4/20
KINGSBRIDGE/JEROME PARK,3088 HEATH AVENUE,500,3/4/20
KINGSBRIDGE/JEROME PARK,"180 VAN CORTLANDT PARK SOUTH, 6D",355000,3/4/20
MELROSE/CONCOURSE,"800 GRAND CONCOURSE, 6ON",365000,3/4/20
MELROSE/CONCOURSE,"828 GERARD AVENUE, 1D",200000,3/4/20
MORRISANIA/LONGWOOD,"3044 3 AVENUE, 2A",260000,3/4/20
RIVERDALE,"2575 PALISADE AVENUE, 11G/H",710000,3/4/20
RIVERDALE,"5715 MOSHOLU AVENUE, 1A",150000,3/4/20
SCHUYLERVILLE/PELHAM BAY,1502 CROSBY AVENUE,775000,3/4/20
THROGS NECK,317 SWINTON AVENUE,982611,3/4/20
WESTCHESTER,1273 HAVEMEYER AVENUE,850000,3/4/20
BAYCHESTER,1966 BURKE AVENUE,480000,3/5/20
BAYCHESTER,2840 BRUNER AVENUE,631315,3/5/20
BAYCHESTER,3815 HARPER AVENUE,785000,3/5/20
COUNTRY CLUB,1480 STADIUM AVENUE,835000,3/5/20
EAST TREMONT,"950 EAST 178TH ST, 2",183000,3/5/20
MORRISANIA/LONGWOOD,622 EAST 168 STREET,580000,3/5/20
MORRISANIA/LONGWOOD,1165 HOE AVENUE,630000,3/5/20
MORRISANIA/LONGWOOD,"590 SOUTHERN BOULEVARD, 3A",101000,3/5/20
MORRISANIA/LONGWOOD,3426 3RD AVENUE,850000,3/5/20
MORRISANIA/LONGWOOD,3418 3RD AVENUE,850000,3/5/20
MOTT HAVEN/PORT MORRIS,500 JACKSON AVENUE,375000,3/5/20
MOTT HAVEN/PORT MORRIS,126-128 BRUCKNER BOULEVARD,8000000,3/5/20
PARKCHESTER,"1680 METROPOLITAN AVENUE, TA",175000,3/5/20
RIVERDALE,"2550 INDEPENDENCE AVENUE, 4E",332500,3/5/20
RIVERDALE,"6495 BROADWAY, 3U",220000,3/5/20
THROGS NECK,1067 EDISON AVENUE,639900,3/5/20
THROGS NECK,"540 ELLSWORTH AVENUE, B1",410000,3/5/20
WAKEFIELD,934 CRANFORD AVENUE,430000,3/5/20
WOODLAWN,4380 KATONAH AVENUE,650000,3/5/20
WOODLAWN,"4315 WEBSTER AVENUE, 4L",181750,3/5/20
BAYCHESTER,2044 TILLOTSON,10,3/6/20
BAYCHESTER,3462 EASTCHESTER ROAD,660000,3/6/20
BAYCHESTER,1419 NEEDHAM AVENUE,530000,3/6/20
BELMONT,2425 CROTONA AVENUE,995000,3/6/20
COUNTRY CLUB,751 WILCOX AVENUE,545000,3/6/20
HIGHBRIDGE/MORRIS HEIGHTS,1822 ANDREWS AVENUE SOUTH,735000,3/6/20
MORRISANIA/LONGWOOD,918 EAST 165TH STREET,740000,3/6/20
MORRISANIA/LONGWOOD,1232 INTERVALE AVE,500000,3/6/20
MOTT HAVEN/PORT MORRIS,"225 EAST 138 STREET, 403",495000,3/6/20
PELHAM GARDENS,2228 MICKLE AVENUE,620000,3/6/20
PELHAM PARKWAY NORTH,2430 BARNES AVENUE,635000,3/6/20
PELHAM PARKWAY SOUTH,2125 MULINER AVENUE,750000,3/6/20
RIVERDALE,5626 SYLVAN AVENUE,755000,3/6/20
RIVERDALE,"2621 PALISADE AVENUE, LK",290000,3/6/20
SCHUYLERVILLE/PELHAM BAY,1361 HOLLYWOOD AVENUE,460000,3/6/20
SCHUYLERVILLE/PELHAM BAY,1564 HUTCHINSON RVR PKWY,750000,3/6/20
SOUNDVIEW,1728 LAFAYETTE AVENUE,223250,3/6/20
SOUNDVIEW,"875 MORRISON AVENUE, 9-G",290161,3/6/20
THROGS NECK,"36A EDGEWATER PARK, 36A",379000,3/6/20
THROGS NECK,3101 MULLAN PLACE,937500,3/6/20
THROGS NECK,N/A MULLEN PLACE,937500,3/6/20
BAYCHESTER,3145 FENTON AV,600000,3/9/20
BAYCHESTER,2105 NEW ENGLAND THRUWAY,890000,3/9/20
BEDFORD PARK/NORWOOD,2652 BAINBRIDGE AVENUE,425267,3/9/20
BEDFORD PARK/NORWOOD,2707 DECATUR AVENUE,705000,3/9/20
HIGHBRIDGE/MORRIS HEIGHTS,1757 UNDERCLIFF AVENUE,582500,3/9/20
HUNTS POINT,881 FAILE STREET,340000,3/9/20
HUNTS POINT,"645 BARRETTO ST, 1J",75000,3/9/20
HUNTS POINT,550 HUNTS POINT AVENUE,2250000,3/9/20
KINGSBRIDGE HTS/UNIV HTS,140 WEST FORDHAM ROAD,2950000,3/9/20
MORRISANIA/LONGWOOD,678 EAST 158 STREET,404000,3/9/20
MORRISANIA/LONGWOOD,1210 VYSE AVENUE,735000,3/9/20
PELHAM PARKWAY NORTH,2318 HOLLAND AVENUE,250000,3/9/20
RIVERDALE,"555 KAPPOCK STREET, 16D",554000,3/9/20
RIVERDALE,"5645 NETHERLAND AVENUE, 5B",175000,3/9/20
THROGS NECK,274 EMERSON AVENUE,465000,3/9/20
THROGS NECK,769 EDISON AVENUE,530000,3/9/20
WILLIAMSBRIDGE,4061 PAULDING AVENUE,495000,3/9/20
WILLIAMSBRIDGE,689 EAST 224 ST,780000,3/9/20
WILLIAMSBRIDGE,4119 BARNES AVE,650000,3/9/20
BAYCHESTER,3320A FISH AVENUE,10,3/10/20
BRONXDALE,2943 YATES AVENUE,580996,3/10/20
BRONXDALE,3231 COLDEN AVE,96734,3/10/20
CASTLE HILL/UNIONPORT,1132 OLMSTEAD AVENUE,140000,3/10/20
CASTLE HILL/UNIONPORT,805 ZEREGA AVENUE,1200000,3/10/20
CASTLE HILL/UNIONPORT,801 ZEREGA AVENUE,1200000,3/10/20
COUNTRY CLUB,"842 DEAN AVENUE, 842-B",575000,3/10/20
HIGHBRIDGE/MORRIS HEIGHTS,143 MORTON PLACE,500000,3/10/20
KINGSBRIDGE/JEROME PARK,"3311 GILES PLACE, 3D",200000,3/10/20
PARKCHESTER,N/A VAN BUREN STREET,125000,3/10/20
RIVERDALE,"5800 ARLINGTON AVENUE, 15O",210000,3/10/20
RIVERDALE,"5640 NETHERLAND AVENUE, 3A",260000,3/10/20
RIVERDALE,"2287 JOHNSON AVENUE, 7D",370000,3/10/20
RIVERDALE,"2287 JOHNSON AVENUE, 71",370000,3/10/20
SCHUYLERVILLE/PELHAM BAY,2853 MAITLAND,523000,3/10/20
SCHUYLERVILLE/PELHAM BAY,2840 EAST 197TH ST,475000,3/10/20
SOUNDVIEW,1117 CROES AVENUE,10,3/10/20
WAKEFIELD,905 CRANFORD AVENUE,572250,3/10/20
BAYCHESTER,3352 KINGSLAND AVENUE,631000,3/11/20
BAYCHESTER,3057 GUNTHER,740000,3/11/20
BEDFORD PARK/NORWOOD,"333 EAST 209TH STREET, 18",115000,3/11/20
CASTLE HILL/UNIONPORT,2112 LACOMBE AVE,570000,3/11/20
CASTLE HILL/UNIONPORT,2240 QUIMBY AVENUE,790000,3/11/20
CASTLE HILL/UNIONPORT,1052 WHITE PLAINS ROAD,50000,3/11/20
CITY ISLAND,188 REVILLE STREET,415000,3/11/20
CROTONA PARK,743 CROTONA PARK NORTH,970000,3/11/20
CROTONA PARK,747 CROTONA PARK NORTH,490000,3/11/20
CROTONA PARK,741 CROTONA PARK NORTH,490000,3/11/20
HIGHBRIDGE/MORRIS HEIGHTS,1320 PLIMPTON AVENUE,733129,3/11/20
HUNTS POINT,437 FAILE STREET,1,3/11/20
KINGSBRIDGE/JEROME PARK,3146 KINGSBRIDGE TERRACE,618000,3/11/20
MELROSE/CONCOURSE,"1075 GRAND CONCOURSE, 3P",345000,3/11/20
MOTT HAVEN/PORT MORRIS,387 EAST 138 STREET,2000000,3/11/20
MOUNT HOPE/MOUNT EDEN,1509 MORRIS AVENUE,818893,3/11/20
PARKCHESTER,"99 METROPOLITAN OVAL, 10B",180000,3/11/20
PELHAM PARKWAY NORTH,1406 ASTOR AVENUE,610000,3/11/20
RIVERDALE,"750 KAPPOCK STREET, 1409",302500,3/11/20
SOUNDVIEW,"822 LELAND AVENUE, 14A",273000,3/11/20
WESTCHESTER,1608 PARKER STREET,780000,3/11/20
BAYCHESTER,2176 LIGHT STREET,557000,3/12/20
BEDFORD PARK/NORWOOD,2685 BRIGGS AVENUE,520000,3/12/20
BELMONT,2534 HUGHES AVE,599999,3/12/20
BRONXDALE,3244 WHITE PLAINS ROAD,600000,3/12/20
BRONXDALE,3242 WHITE PLAINS ROAD,600000,3/12/20
BRONXDALE,N/A BARNES AVENUE,850000,3/12/20
BRONXDALE,N/A BARNES AVENUE,850000,3/12/20
FORDHAM,305 EAST 182ND STREET,2800000,3/12/20
HUNTS POINT,1260 RANDALL AVENUE,2350000,3/12/20
MORRISANIA/LONGWOOD,"715 FOX STREET, 4J",180000,3/12/20
PARKCHESTER,1608 TAYLOR AVENUE,420810,3/12/20
PARKCHESTER,"1601 METROPOLITAN AVENUE, 2H",250000,3/12/20
SOUNDVIEW,49 WHITE PLAINS ROAD,554319,3/12/20
SOUNDVIEW,320 NEWMAN AVENUE,600000,3/12/20
SOUNDVIEW,1310 WHEELER AVENUE,800000,3/12/20
WAKEFIELD,4419 BAYCHESTER AVENUE,490000,3/12/20
WESTCHESTER,1417 ROWLAND STREET,750000,3/12/20
WILLIAMSBRIDGE,831 EAST 232ND STREET,415000,3/12/20
WILLIAMSBRIDGE,"724 EAST 217TH STREET, 4A",155000,3/12/20
BAYCHESTER,1470 EAST 233 STREET,244000,3/13/20
BEDFORD PARK/NORWOOD,2639 DECATUR AVENUE,285000,3/13/20
BEDFORD PARK/NORWOOD,2775 WEBSTER AVENUE,2750000,3/13/20
COUNTRY CLUB,1521 RESEARCH AVENUE,658000,3/13/20
FORDHAM,N/A RYER AVENUE,3882750,3/13/20
FORDHAM,N/A RYER AVENUE,3882750,3/13/20
MELROSE/CONCOURSE,"811 WALTON AVENUE, E5",392000,3/13/20
MORRIS PARK/VAN NEST,2030 MULINER AVENUE,560000,3/13/20
MORRIS PARK/VAN NEST,1660 YATES AVENUE,673200,3/13/20
MORRISANIA/LONGWOOD,859 UNION AVENUE,295000,3/13/20
MORRISANIA/LONGWOOD,"3044 3 AVENUE, 5C",320000,3/13/20
MOUNT HOPE/MOUNT EDEN,1557 SELWYN AVENUE,460000,3/13/20
PARKCHESTER,"1314 VIRGINIA AVENUE, 5A",245000,3/13/20
PARKCHESTER,"1562 UNIONPORT ROAD, 4B",155000,3/13/20
RIVERDALE,"4601 HENRY HUDSON PKY, B6",525000,3/13/20
SOUNDVIEW,645 SAINT LAWRENCE AVENUE,650000,3/13/20
SOUNDVIEW,1115 BOYNTON AVENUE,855000,3/13/20
THROGS NECK,845 LOGAN AVENUE,193000,3/13/20
THROGS NECK,277 BALCOM AVENUE,35000,3/13/20
WAKEFIELD,4520 BARNES AVE,653500,3/13/20
WESTCHESTER,2515 E. TREMONT AVE,499999,3/13/20
WILLIAMSBRIDGE,710 EAST 223 STREET,589999,3/13/20
WILLIAMSBRIDGE,4041 PAULDING AVENUE,870000,3/13/20
BEDFORD PARK/NORWOOD,3073 HULL AVENUE,1250,3/14/20
WOODLAWN,123 EAST 235 STREET,515000,3/15/20
BATHGATE,4451 PARK AVENUE,275000,3/16/20
BAYCHESTER,3732 LACONIA AVE,760000,3/16/20
BAYCHESTER,2107 NEW ENGLAND THRUWAY,750000,3/16/20
BEDFORD PARK/NORWOOD,18 MINERVA PLACE,3500000,3/16/20
BRONXDALE,3363 BARNES AVENUE,334620,3/16/20
BRONXDALE,3303 CRUGER,565000,3/16/20
BRONXDALE,800 SOUTH OAK DRIVE,750000,3/16/20
KINGSBRIDGE HTS/UNIV HTS,1955 ANDREWS AVENUE SOUTH,443500,3/16/20
MORRIS PARK/VAN NEST,1657 YATES AVENUE,605000,3/16/20
MORRISANIA/LONGWOOD,1384 CLINTON AVENUE,670000,3/16/20
MOTT HAVEN/PORT MORRIS,535 EAST 147 STREET,750000,3/16/20
SOUNDVIEW,1524 HARDING PARK,225000,3/16/20
SOUNDVIEW,"914A WHEELER AVENUE, 914A",172380,3/16/20
WESTCHESTER,2515 SAINT RAYMOND AVENUE,780000,3/16/20
WILLIAMSBRIDGE,758 EAST 214TH STREET,750000,3/16/20
WOODLAWN,113 EAST 235TH STREET,679000,3/16/20
BAYCHESTER,4042 ELY AVENUE,390000,3/17/20
EAST TREMONT,"1976 LAFONTAINE AVE., 2B",65000,3/17/20
KINGSBRIDGE HTS/UNIV HTS,"7 FORDHAM HILL OVAL, 7F",270000,3/17/20
SCHUYLERVILLE/PELHAM BAY,2014 ST. PAUL AVENUE,650000,3/17/20
SOUNDVIEW,1509 HARDING PARK,360000,3/17/20
WAKEFIELD,4161 BAYCHESTER AVENUE,400000,3/17/20
WAKEFIELD,4368 GRACE AVENUE,517000,3/17/20
FORDHAM,"2420 MORRIS AVENUE, 5G",192000,3/18/20
KINGSBRIDGE HTS/UNIV HTS,"8 FORDHAM HILL OVAL, 2B",270000,3/18/20
KINGSBRIDGE/JEROME PARK,"3130 IRWIN AVENUE, 11H",397500,3/18/20
MOTT HAVEN/PORT MORRIS,513 EAST 147 STREET,715000,3/18/20
MOTT HAVEN/PORT MORRIS,9 BRUCKNER BOULEVARD,10776106,3/18/20
MOTT HAVEN/PORT MORRIS,2413 3 AVENUE,23714511,3/18/20
MOTT HAVEN/PORT MORRIS,N/A EAST 134 STREET,23714511,3/18/20
SCHUYLERVILLE/PELHAM BAY,1343 BALCOM AVENUE,499000,3/18/20
SCHUYLERVILLE/PELHAM BAY,"3121 MIDDLETOWN ROAD, 10H",70000,3/18/20
SOUNDVIEW,562 BOLTON AVENUE,850000,3/18/20
THROGS NECK,259 REYNOLDS AVENUE,592800,3/18/20
WAKEFIELD,4563 RICHARDSON AVENUE,512000,3/18/20
BAYCHESTER,3276 BOUCK AVENUE,436000,3/19/20
BAYCHESTER,3216 SEYMOUR AVE,775000,3/19/20
BEDFORD PARK/NORWOOD,3041 WEBSTER AVENUE,6400000,3/19/20
BRONXDALE,1007 ADEE AVENUE,297102,3/19/20
COUNTRY CLUB,3254 RAWLINS AVENUE,995000,3/19/20
COUNTRY CLUB,1529 ROBERTSON PLACE,650000,3/19/20
COUNTRY CLUB,1531 ROBERTSON PLACE,1000,3/19/20
HIGHBRIDGE/MORRIS HEIGHTS,1309 SHAKESPEARE AVE,455000,3/19/20
MORRISANIA/LONGWOOD,"883 EAST 165TH ST, 5F",125000,3/19/20
MORRISANIA/LONGWOOD,809-811 WESTCHESTER AVENUE,3400010,3/19/20
PARKCHESTER,1366 LELAND AVE,780000,3/19/20
PARKCHESTER,"1925 MCGRAW AVENUE, 8B",270000,3/19/20
PARKCHESTER,"1591 METROPOLITAN AVENUE, 1I",245000,3/19/20
PELHAM PARKWAY SOUTH,"2081 CRUGER AVENUE, 2G",150000,3/19/20
RIVERDALE,385 WEST 263RD STREET,999000,3/19/20
RIVERDALE,N/A WEST 263 STREET,999000,3/19/20
SOUNDVIEW,1332 CROES AVENUE,905000,3/19/20
SOUNDVIEW,"875 MORRISON AVENUE, 10-G",291667,3/19/20
THROGS NECK,"76 ASTER PLACE, 76",170000,3/19/20
