NEIGHBORHOOD,ADDRESS,Sale_Price,SALE_DATE
WOODSIDE,"3031 HOBART, 2L",290000,5/21/20
ASTORIA,"28-18 ASTORIA BOULEVARD, 602",696483,5/22/20
BAYSIDE,36-30 208TH STREET,900000,5/22/20
BAYSIDE,"209-15 18TH AVENUE, 4D",340000,5/22/20
BEECHHURST,"166-25 POWELLS COVE BLVD, 1J",528000,5/22/20
COLLEGE POINT,9-27 128 STREET,655000,5/22/20
DOUGLASTON,100 PROSPECT AVENUE,1490000,5/22/20
DOUGLASTON,N/A CIRCLE ROAD,1490000,5/22/20
DOUGLASTON,"242-46 HORACE HARDING EXPRESSWAY, A-5UP",220000,5/22/20
ELMHURST,"4204 LAYTON, 415",379000,5/22/20
ELMHURST,"45-11 82ND STREET, W-8G",788635,5/22/20
FAR ROCKAWAY,1040 BEACH 22 STREET,520000,5/22/20
FLUSHING-NORTH,45-36 158TH STREET,10,5/22/20
FLUSHING-NORTH,150-67 58TH AVE,980000,5/22/20
FLUSHING-NORTH,149-62 CHERRY AVE,1880000,5/22/20
FLUSHING-NORTH,"138-15 FRANKLIN AVE, L-1",320000,5/22/20
FLUSHING-NORTH,"133-27 39TH AVENUE, PH Q",2140465,5/22/20
FLUSHING-NORTH,"133-17 SANFORD AVENUE, 6B",343888,5/22/20
FLUSHING-NORTH,126-56 NORTHERN BLVD.,10000000,5/22/20
FLUSHING-SOUTH,158-36 77TH ROAD,700000,5/22/20
FLUSHING-SOUTH,71-04 170TH STREET,750000,5/22/20
FOREST HILLS,"110-11 72 AVENUE, 7G",890000,5/22/20
FOREST HILLS,"110-50 71ST ROAD, 1E",300000,5/22/20
FOREST HILLS,"7025 YELLOWSTONE BLVD, 3Z",368000,5/22/20
GLEN OAKS,"260-58 75TH AVENUE, 49H42",419900,5/22/20
HAMMELS,301 BEACH 91ST STREET,629000,5/22/20
LITTLE NECK,57-23 253RD STREET,1398000,5/22/20
LONG ISLAND CITY,"24-16 QUEENS PLAZA SOUTH, 8E",712775,5/22/20
OAKLAND GARDENS,64-23 CLOVERDALE BLVD,1980000,5/22/20
OZONE PARK,101-23 93RD STREET,450000,5/22/20
QUEENS VILLAGE,"229-10 HILLSIDE AVENUE, LOWER",215000,5/22/20
REGO PARK,"100-11 67TH ROAD, 625",200000,5/22/20
ROSEDALE,142-27 253RD STREET,465000,5/22/20
SO. JAMAICA-BAISLEY PARK,116-31 142ND STREET,590000,5/22/20
ST. ALBANS,111-55 178TH STREET,605000,5/22/20
ST. ALBANS,118-27 198TH STREET,800000,5/22/20
ST. ALBANS,118-33 204TH STREET,500000,5/22/20
FOREST HILLS,102-30 62ND ROAD,10,5/24/20
GLEN OAKS,"27010 GRAND CENTRAL PARKWAY, 25F",325000,5/24/20
ASTORIA,22-50 38 STREET,1167500,5/26/20
ASTORIA,"21-41 34TH AVE, 11D",500000,5/26/20
ELMHURST,54-69 82ND STREET,880000,5/26/20
FAR ROCKAWAY,11-38 SAGE STREET,860000,5/26/20
FAR ROCKAWAY,9-16 SEAGIRT BOULEVARD,901250,5/26/20
FOREST HILLS,"67-12 YELLOWSTONE BOULEVARD, B2",285000,5/26/20
FOREST HILLS,"6910 108 STREET, 3G",325000,5/26/20
FOREST HILLS,"77-14 113TH STREET, 4E",325000,5/26/20
GLEN OAKS,"271-10 GRAND CENTRAL PARKWAY, 26B",397500,5/26/20
GLEN OAKS,"270-10 GRAND CENTRAL PKWY., 7U",282350,5/26/20
GLENDALE,77-11 86TH STREET,653608,5/26/20
HOLLIS,90-01 HOLLIS COURT BLVD,700000,5/26/20
HOWARD BEACH,"84-29 153RD AVENUE, 3A",260000,5/26/20
LONG ISLAND CITY,"5-33 48TH AVENUE, 3D",1352228,5/26/20
LONG ISLAND CITY,"11-12 44TH DRIVE, 6C",219333,5/26/20
LONG ISLAND CITY,"11-12 44TH DRIVE, PS1",219333,5/26/20
MIDDLE VILLAGE,79-22 67TH DRIVE,750000,5/26/20
MIDDLE VILLAGE,"62-96 WOODHAVEN BLVD, 3Q",451989,5/26/20
OZONE PARK,79-15 PITKIN AVE,600000,5/26/20
REGO PARK,63-158 ALDERTON STREET,770000,5/26/20
ROSEDALE,138-28 243RD STREET,435000,5/26/20
SO. JAMAICA-BAISLEY PARK,17035 118TH ROAD,500000,5/26/20
SUNNYSIDE,"47-37 45TH STREET, L6",337345,5/26/20
ARVERNE,"111 BEACH 61ST STREET, 78",218490,5/27/20
ASTORIA,32-26 36TH STREET,676161,5/27/20
ASTORIA,21-59 SHORE BOULEVARD,1450000,5/27/20
ASTORIA,"25-40 SHORE BOULEVARD, PH18M",645000,5/27/20
BRIARWOOD,"8239 134TH STREET, 2J",187500,5/27/20
FAR ROCKAWAY,23-16 HEALY AVENUE,854000,5/27/20
FAR ROCKAWAY,N/A MC BRIDE STREET,33459,5/27/20
FAR ROCKAWAY,"1040 NEILSON STREET, 1M",165000,5/27/20
FLUSHING-NORTH,"35-08 146TH STREET, 4D",672045,5/27/20
FLUSHING-NORTH,"142-20 FRANKLIN AVENUE, 2A",450000,5/27/20
FLUSHING-NORTH,"142-20 FRANKLIN AVENUE, 4W",242500,5/27/20
FLUSHING-NORTH,"142-20 FRANKLIN AVENUE, 7M",292500,5/27/20
FLUSHING-SOUTH,"69-78B 136TH STREET, B",365000,5/27/20
GLEN OAKS,"261-49 LANGSTON AVENUE, 25A21",227950,5/27/20
HAMMELS,301 BEACH 84TH STREET,614000,5/27/20
HOLLISWOOD,193-21 NERO AVENUE,950000,5/27/20
HOWARD BEACH,"86-10 151 AVENUE, 2B",135000,5/27/20
JACKSON HEIGHTS,9304 25TH AVENUE,903000,5/27/20
JAMAICA,89-16 172ND STREET,945000,5/27/20
LONG ISLAND CITY,51-28 35TH STREET,999999,5/27/20
LONG ISLAND CITY,"5-33 48TH AVENUE, 4F",1360000,5/27/20
LONG ISLAND CITY,"21-26 45TH ROAD, 4",787050,5/27/20
LONG ISLAND CITY,"21-24 45TH ROAD, 6",1270000,5/27/20
MASPETH,67-22 52ND ROAD,850000,5/27/20
MIDDLE VILLAGE,64-50 80TH STREET,772500,5/27/20
MIDDLE VILLAGE,65-10 78TH STREET,815000,5/27/20
OZONE PARK,107-13 91ST STREET,475000,5/27/20
QUEENS VILLAGE,89-19 216TH STREET,690000,5/27/20
QUEENS VILLAGE,104-30 219TH STREET,560000,5/27/20
REGO PARK,"90-02 63RD DRIVE, 5J",320000,5/27/20
REGO PARK,"67-30 DARTMOUTH STREET, 4N",275000,5/27/20
RICHMOND HILL,97-14 134TH STREET,470000,5/27/20
RICHMOND HILL,8943 115TH ST,900000,5/27/20
ROSEDALE,240-11 141ST AVENUE,740000,5/27/20
SOUTH OZONE PARK,115-50 126TH STREET,10,5/27/20
SOUTH OZONE PARK,131-04 SUTTER AVENUE,500000,5/27/20
ST. ALBANS,212-26 NASHVILLE BOULEVARD,525000,5/27/20
ST. ALBANS,189-40 113TH ROAD,725000,5/27/20
ST. ALBANS,112-11 197TH STREET,370000,5/27/20
SUNNYSIDE,39-59 46 STREET,485000,5/27/20
WOODHAVEN,80-38 88TH ROAD,418000,5/27/20
WOODHAVEN,93-12 95TH STREET,340000,5/27/20
ASTORIA,"3054 38TH STREET, 5A",660000,5/28/20
BAYSIDE,"209-21 26TH AVENUE, 1H",775000,5/28/20
BAYSIDE,"1365 212TH STREET, 279",460000,5/28/20
BAYSIDE,"16-04 212TH STREET, 279",230000,5/28/20
BEECHHURST,"7-15 162ND STREET, 3B",390000,5/28/20
BEECHHURST,"166-10 POWELLS COVE BOULEVARD, 6C",260000,5/28/20
BREEZY POINT,"219-06 BREEZY PT. BLVD., 417",690000,5/28/20
BRIARWOOD,"85-15 MAIN STREET, 9K",205000,5/28/20
COLLEGE POINT,21-20 COLLEGE POINT BLVD,1760000,5/28/20
CORONA,33-12 111TH STREET,850000,5/28/20
DOUGLASTON,"240-20 68TH AVENUE, 38",925000,5/28/20
ELMHURST,"84-25 ELMHURST AVENUE, 2F",575000,5/28/20
FAR ROCKAWAY,12-04 FRISCO AVENUE,800000,5/28/20
FLUSHING-NORTH,"29-09 137TH STREET, 6A",360000,5/28/20
FLUSHING-NORTH,"140-14 28TH ROAD, 4C",332000,5/28/20
FLUSHING-NORTH,"139-25 31ST ROAD, 5B",224000,5/28/20
FLUSHING-NORTH,"25-11 UNION STREET, 5F",210000,5/28/20
FLUSHING-NORTH,"138-10 FRANKLIN AVENUE, 5N",480000,5/28/20
FLUSHING-SOUTH,"75-22 PARSONS BLVD., E2",600000,5/28/20
FOREST HILLS,"70-25 YELLOWSTONE BLVD, 2C",860000,5/28/20
FOREST HILLS,"7540 AUSTIN STREET, 2CR",385000,5/28/20
FOREST HILLS,"64-05 YELLOWSTONE BLVD, 209S",600000,5/28/20
GLENDALE,78-40 81ST STREET,880000,5/28/20
HOLLIS,102-25 183RD PLACE,325000,5/28/20
HOLLIS,100-31 202ND STREET,328000,5/28/20
HOLLISWOOD,193-35 SALERNO AVENUE,998000,5/28/20
HOWARD BEACH,160-07 86TH STREET,500000,5/28/20
HOWARD BEACH,"88-30 155TH AVENUE, 77",225000,5/28/20
JACKSON HEIGHTS,"35-41 76TH STREET, 1",650000,5/28/20
KEW GARDENS,"84-51 BEVERLY ROAD, 5M",145582,5/28/20
KEW GARDENS,82-33 LEFFERTS BOULEVARD,12000000,5/28/20
LAURELTON,130-52 227TH STREET,365000,5/28/20
LONG ISLAND CITY,"2717 42ND ROAD, 5B",875695,5/28/20
LONG ISLAND CITY,"2717 42ND ROAD, 11D",989739,5/28/20
LONG ISLAND CITY,"2717 42ND ROAD, 16B",1020000,5/28/20
LONG ISLAND CITY,"24-16 QUEENS PLAZA SOUTH, 19B",875695,5/28/20
LONG ISLAND CITY,"21-24 45TH ROAD, 3",820000,5/28/20
MASPETH,62-28 MOUNT OLIVET CRESCEN,900000,5/28/20
MIDDLE VILLAGE,63-56 78TH STREET,765000,5/28/20
MIDDLE VILLAGE,59-28 69TH PLACE,990000,5/28/20
OZONE PARK,89-26 DESARC ROAD,918000,5/28/20
QUEENS VILLAGE,214-12 112TH ROAD,425000,5/28/20
QUEENS VILLAGE,227-27 114TH ROAD,558250,5/28/20
RIDGEWOOD,1746 STARR STREET,860000,5/28/20
RIDGEWOOD,753 SENECA AVE,1150000,5/28/20
ROCKAWAY PARK,"136 BEACH 117 STREET, 3E",450000,5/28/20
ROCKAWAY PARK,"136 BEACH 117 STREET, 81",450000,5/28/20
SO. JAMAICA-BAISLEY PARK,130-17 140TH STREET,860000,5/28/20
SO. JAMAICA-BAISLEY PARK,11832 MARSDEN STREET,775000,5/28/20
SOUTH JAMAICA,170-04 104TH AVENUE,550000,5/28/20
SOUTH JAMAICA,143-04 105TH AVENUE,915000,5/28/20
SOUTH OZONE PARK,11631 130TH STREET,671000,5/28/20
SPRINGFIELD GARDENS,123-32 NELLIS STREET,508247,5/28/20
SPRINGFIELD GARDENS,144-19 182ND PLACE,608000,5/28/20
SPRINGFIELD GARDENS,128-14 160 STREET,700000,5/28/20
ST. ALBANS,205-22 MURDOCK AVENUE,600000,5/28/20
ST. ALBANS,116-39 190TH STREET,830000,5/28/20
WHITESTONE,19-18 149TH STREET,1914310,5/28/20
WHITESTONE,"15916 16TH AVE, 6-79",210000,5/28/20
WHITESTONE,"163-26 17TH AVENUE, 4-293",295000,5/28/20
WOODHAVEN,91-19 86TH AVENUE,758500,5/28/20
WOODHAVEN,84-10 91ST AVE,340000,5/28/20
ASTORIA,"30-06 29TH STREET, 2K",380000,5/29/20
BAYSIDE,15-17 UTOPIA PARKWAY,773800,5/29/20
BEECHHURST,15728 12TH AVENUE,894600,5/29/20
BELLE HARBOR,182 BEACH 130TH STREET,675000,5/29/20
BRIARWOOD,135-41 COOLIDGE AVENUE,980000,5/29/20
BROAD CHANNEL,101 EAST 7TH ROAD,500,5/29/20
CORONA,108-51 39TH AVENUE,1375000,5/29/20
CORONA,"102-14 LEWIS AVENUE, 5J",260000,5/29/20
CORONA,"102-14 LEWIS AVENUE, OUT5",260000,5/29/20
ELMHURST,85-03 55TH AVENUE,843000,5/29/20
FAR ROCKAWAY,3339 BAY COURT,515000,5/29/20
FLUSHING-NORTH,45-52 171ST PLACE,810000,5/29/20
FLUSHING-NORTH,"141-16 25TH ROAD, 2A",240000,5/29/20
FLUSHING-NORTH,"144-70 41TH AVENUE, 3L",420000,5/29/20
FLUSHING-NORTH,"138-35 39TH AVENUE, 8D",690000,5/29/20
FLUSHING-NORTH,"40-26 COLLEGE POINT BLVD, 12L",950000,5/29/20
FLUSHING-NORTH,"131-01 40TH ROAD, 20T",914849,5/29/20
FLUSHING-NORTH,"31-35 LINDEN PLACE, 4A",576000,5/29/20
FLUSHING-SOUTH,"71-19 162ND STREET, 1H",375000,5/29/20
FOREST HILLS,69-47 MANSE STREET,1062500,5/29/20
FOREST HILLS,47 BURNS STREET,1499000,5/29/20
FOREST HILLS,"68-36 BURNS STREET, D2",520000,5/29/20
GLEN OAKS,"27010 GRAND CENTRAL PARKWAY, 9K",610000,5/29/20
GLEN OAKS,"269-10 GRAND CENTRAL PKWY., 3W",330000,5/29/20
HOLLIS,184-20 90TH AVENUE,461370,5/29/20
JACKSON HEIGHTS,"35-21 79TH STREET, 3E",460000,5/29/20
JACKSON HEIGHTS,"22-06 78TH STREET, B-3",390000,5/29/20
JAMAICA,"89-00 170TH STREET, 2M",209836,5/29/20
LAURELTON,134-43 229TH STREET,565000,5/29/20
LAURELTON,"234-06 133RD AVENUE, UPPER",178000,5/29/20
LITTLE NECK,45-49 248TH STREET,880000,5/29/20
LONG ISLAND CITY,"4630 CENTER BOULEVARD, 1208",1698000,5/29/20
LONG ISLAND CITY,"2717 42ND ROAD, 4G",855330,5/29/20
MASPETH,58-80 56TH STREET,2670000,5/29/20
MIDDLE VILLAGE,61-61 77TH STREET,743000,5/29/20
MIDDLE VILLAGE,64-15 71ST STREET,730000,5/29/20
MIDDLE VILLAGE,77-45 66TH ROAD,616041,5/29/20
NEPONSIT,227 BEACH 146TH STREET,780000,5/29/20
OAKLAND GARDENS,"216-09 73RD AVENUE, 32-17",355000,5/29/20
REGO PARK,"99-63 66TH AVENUE, F6",310000,5/29/20
RICHMOND HILL,9134 112TH STREET,655000,5/29/20
ROSEDALE,139-39 250 STREET,620000,5/29/20
ROSEDALE,249-38 148TH AVENUE,595000,5/29/20
SO. JAMAICA-BAISLEY PARK,143-12 FOCH BOULEVARD,805000,5/29/20
SOUTH JAMAICA,167-11 109TH ROAD,430000,5/29/20
SPRINGFIELD GARDENS,19011 PINEVILLE LANE,588300,5/29/20
SUNNYSIDE,39-42 45TH STREET,1050000,5/29/20
SUNNYSIDE,"50-05 43RD AVENUE, 5-K",300000,5/29/20
FOREST HILLS,108-43 66TH AVENUE,340000,5/31/20
ASTORIA,"24-51 38TH STREET, C11",754000,6/1/20
BELLE HARBOR,"525 BEACH 138 STREET, B6",175000,6/1/20
BROAD CHANNEL,1430 CROSS BAY BOULEVARD,130000,6/1/20
CAMBRIA HEIGHTS,119-13 235TH STREET,663000,6/1/20
DOUGLASTON,"65-09 242ND STREET, 5D",294060,6/1/20
ELMHURST,"81-14 BAXTER AVENUE, 4F",225000,6/1/20
FAR ROCKAWAY,11-24 GIPSON STREET,5000,6/1/20
FAR ROCKAWAY,"1040 NEILSON ST, 5M",175000,6/1/20
FOREST HILLS,105-27 62ND DRIVE,980000,6/1/20
FOREST HILLS,67-70 SELFRIDGE STREET,1360000,6/1/20
FOREST HILLS,68-44 MANSE STREET,733000,6/1/20
FOREST HILLS,199 PURITAN AVENUE,1620500,6/1/20
FOREST HILLS,"6 BURNS, G16",275000,6/1/20
FOREST HILLS,"75-40 AUSTIN ST, 6EL",228500,6/1/20
GLEN OAKS,"27110 GRAND CENTRAL PARKWAY, 4U",262500,6/1/20
HOLLIS,93-15 211 STREET,645000,6/1/20
JACKSON HEIGHTS,"37-50 87TH STREET, 3C",239000,6/1/20
JACKSON HEIGHTS,"76-15 35TH AVENUE, 1-J",580000,6/1/20
LITTLE NECK,263-15 58TH AVENUE,820000,6/1/20
LONG ISLAND CITY,"35-55 29TH STREET, 3F",432000,6/1/20
LONG ISLAND CITY,"41-26 27TH STREET, 5E",978000,6/1/20
LONG ISLAND CITY,"5-26 47TH AVE, 2B",765000,6/1/20
LONG ISLAND CITY,"41-26 27TH STREET, 26",978000,6/1/20
MASPETH,48-13 65TH STREET,234250,6/1/20
REGO PARK,"98-10 64TH AVENUE, 4F",330000,6/1/20
REGO PARK,"67-30 DARTMOUTH STREET, 7A",335000,6/1/20
ROSEDALE,24318 MERRICK BOULEVARD,450000,6/1/20
SOUTH JAMAICA,164-18 109TH ROAD,585000,6/1/20
SOUTH OZONE PARK,109-43 122 STREET,730000,6/1/20
SOUTH OZONE PARK,109-13 122ND STREET,499900,6/1/20
ST. ALBANS,118-35 198TH STREET,832000,6/1/20
ASTORIA,21-56 38TH STREET,10,6/2/20
ASTORIA,21-58 38TH STREET,10,6/2/20
ASTORIA,"23-23 31ST AVENUE, 2D",545000,6/2/20
BAYSIDE,58-51 215TH STREET,823000,6/2/20
BEECHHURST,157-45 13TH AVENUE,1070000,6/2/20
BEECHHURST,"168-38 POWELLS COVE BOULEVARD, 17",650000,6/2/20
CAMBRIA HEIGHTS,117-19 223RD STREET,451140,6/2/20
COLLEGE POINT,25-04 COLLEGE POINT BLVD,650000,6/2/20
DOUGLASTON,42-15 235TH STREET,1308334,6/2/20
DOUGLASTON,N/A 235TH STREET,1308334,6/2/20
FLUSHING MEADOW PARK,"7735 113TH STREET, 3G",295000,6/2/20
FLUSHING-NORTH,40-25 UTOPIA PARKWAY,810000,6/2/20
FLUSHING-NORTH,49-05 COLDEN STREET,1200000,6/2/20
FLUSHING-SOUTH,"67-25 150TH STREET, 356A",350000,6/2/20
FLUSHING-SOUTH,"7006 KISSENA BLVD, 117A",250000,6/2/20
FOREST HILLS,"76-36 113TH STREET, 4P",359000,6/2/20
KEW GARDENS,85-23 125TH STREET,615000,6/2/20
KEW GARDENS,"83-33 AUSTIN STREET, 3S",420000,6/2/20
KEW GARDENS,"125-10 QUEENS BLVD, 2207",705000,6/2/20
LITTLE NECK,262-08 60TH AVENUE,870000,6/2/20
MIDDLE VILLAGE,66-11 75TH STREET,950000,6/2/20
QUEENS VILLAGE,92-87 222 STREET,600000,6/2/20
REGO PARK,"99-60 63RD ROAD, 5R",270000,6/2/20
RICHMOND HILL,101-16 107TH STREET,450000,6/2/20
ROSEDALE,241-08 144TH AVENUE,545000,6/2/20
SO. JAMAICA-BAISLEY PARK,117-27 169TH STREET,540000,6/2/20
SO. JAMAICA-BAISLEY PARK,128-11 140TH STREET,600000,6/2/20
SO. JAMAICA-BAISLEY PARK,114-45 170 ST,10,6/2/20
SO. JAMAICA-BAISLEY PARK,164-05 122ND STREET,518000,6/2/20
SOUTH OZONE PARK,114-16 135TH STREET,600000,6/2/20
SPRINGFIELD GARDENS,179-33 EVELETH RD,10,6/2/20
SPRINGFIELD GARDENS,139-39 182ND STREET,320000,6/2/20
WHITESTONE,149-51 POWELLS COVE BOULEVARD,2265000,6/2/20
WOODSIDE,32-48 55TH STREET,487000,6/2/20
ARVERNE,325 BEACH 46 STREET,420000,6/3/20
ARVERNE,4-59 BEACH 63 STREET,326550,6/3/20
ASTORIA,"30-80 21ST STREET, 6E",875000,6/3/20
ASTORIA,"30-80 21ST STREET, PS 24",875000,6/3/20
CORONA,"55-30 99TH STREET, 1D",330000,6/3/20
CORONA,"58-03 CALLOWAY STREET, 5G",250000,6/3/20
FLUSHING-NORTH,"29-08 139 STREET, 2D",338000,6/3/20
FLUSHING-NORTH,"133-17 SANFORD AVENUE, 5L",560000,6/3/20
FLUSHING-SOUTH,"150-20 71ST AVENUE, 2B",288000,6/3/20
FOREST HILLS,"110-11 QUEENS BOULEVARD, 33M",465000,6/3/20
JAMAICA HILLS,85-17 150TH STREET,900000,6/3/20
KEW GARDENS,"83-60 118TH STREET, 8A",310000,6/3/20
MASPETH,58-38 47TH STREET,26000000,6/3/20
OZONE PARK,107-30 87TH STREET,625000,6/3/20
REGO PARK,"61-15 98 STREET, 15L",285000,6/3/20
RIDGEWOOD,58-17 70TH AVENUE,999000,6/3/20
SO. JAMAICA-BAISLEY PARK,118-12 MARSDEN STREET,590000,6/3/20
SO. JAMAICA-BAISLEY PARK,155-67 116TH AVENUE,765000,6/3/20
SO. JAMAICA-BAISLEY PARK,150-13 119TH AVENUE,630000,6/3/20
SPRINGFIELD GARDENS,123-03 197TH STREET,10,6/3/20
ASTORIA,30-90 14 STREET,2942500,6/4/20
ASTORIA,"31-85 CRESCENT STREET, L7",525000,6/4/20
BELLEROSE,246-54 86TH ROAD,700000,6/4/20
BROAD CHANNEL,101 NOEL ROAD,479000,6/4/20
CAMBRIA HEIGHTS,120-40 219TH STREET,275000,6/4/20
DOUGLASTON,210 HOLLYWOOD AVENUE,180000,6/4/20
EAST ELMHURST,98-01 32ND AVENUE,625000,6/4/20
EAST ELMHURST,23-48 97TH STREET,970000,6/4/20
FLORAL PARK,254-11 82ND DRIVE,687000,6/4/20
FLUSHING-NORTH,58-29 155TH STREET,700000,6/4/20
FOREST HILLS,68-49 NANSEN STREET,930000,6/4/20
FOREST HILLS,72-06 MANSE STREET,200000,6/4/20
GLEN OAKS,"260-14 74TH AVENUE, GV37",324000,6/4/20
GLENDALE,71-63 71ST PLACE,809000,6/4/20
HOWARD BEACH,"155-23 81ST STREET, 26",342000,6/4/20
HOWARD BEACH,"15115 84TH STREET, 2K",382500,6/4/20
JACKSON HEIGHTS,"37-20 83RD STREET, 6K",279000,6/4/20
JACKSON HEIGHTS,"85-11 34TH AVENUE, 6D",515000,6/4/20
JAMAICA,88-25 172ND STREET,650000,6/4/20
JAMAICA,87-35 162ND STREET,1110000,6/4/20
KEW GARDENS,"118-60 METROPOLITAN AVENUE, 3F",255000,6/4/20
QUEENS VILLAGE,98-01 218TH STREET,1300000,6/4/20
REGO PARK,"99-60 63RD ROAD, 3AA",339000,6/4/20
RICHMOND HILL,107-54 126 STREET,620000,6/4/20
ST. ALBANS,113-19 197TH STREET,299250,6/4/20
ST. ALBANS,114-07 208TH STREET,525000,6/4/20
ST. ALBANS,190-14 118TH AVE,610000,6/4/20
WHITESTONE,13-05 152ND STREET,790000,6/4/20
WHITESTONE,"160-25 16TH AVENUE, 6-250",202000,6/4/20
WOODHAVEN,83-04 94TH STREET,690000,6/4/20
WOODHAVEN,94-45 86TH ROAD,4500000,6/4/20
WOODSIDE,40-40 69TH STREET,535500,6/4/20
ASTORIA,24-02 DITMARS BOULEVARD,999990,6/5/20
ASTORIA,31-57 STEINWAY STREET,1915000,6/5/20
BAYSIDE,50-43 FRANCIS LEWIS BLVD,839000,6/5/20
BAYSIDE,"18-05 215TH STREET, 12R",409000,6/5/20
BEECHHURST,"162-41 POWELLS COVE BOULEVARD, 4C",388888,6/5/20
BEECHHURST,"166-25 POWELLS COVE BOULEVARD, 21D",875000,6/5/20
BELLEROSE,88-37 242 STREET,690000,6/5/20
EAST ELMHURST,26-21 94TH STREET,855000,6/5/20
EAST ELMHURST,97-13 23RD AVENUE,200000,6/5/20
EAST ELMHURST,23-62 95TH STREET,934754,6/5/20
EAST ELMHURST,N/A 23RD AVENUE,200000,6/5/20
FLUSHING MEADOW PARK,"76-35 113TH STREET, 2A",475000,6/5/20
FLUSHING-NORTH,189-51 45 AVE,900000,6/5/20
FLUSHING-NORTH,42-38 165TH STREET,1710660,6/5/20
FLUSHING-NORTH,"29-09 137TH STREET, 2K",440000,6/5/20
FLUSHING-SOUTH,76-22 173RD STREET,995000,6/5/20
FOREST HILLS,72-14 LOUBET STREET,1250000,6/5/20
FOREST HILLS,"102-18 64TH AVENUE, 1W",422838,6/5/20
FOREST HILLS,"102-10 66TH RD, 14C",269000,6/5/20
HILLCREST,"152-18 UNION TURNPIKE, 201L",449000,6/5/20
HOWARD BEACH,102-24 160TH AVENUE,360000,6/5/20
HOWARD BEACH,"86-10 151ST AVENUE, 6L",270000,6/5/20
JACKSON HEIGHTS,30-22 93RD STREET,835000,6/5/20
JAMAICA,"89-00 170TH STREET, 8P",110000,6/5/20
KEW GARDENS,"83-33 AUSTIN STREET, 5N",325000,6/5/20
LONG ISLAND CITY,40-37 27TH STREET,1550000,6/5/20
LONG ISLAND CITY,"42-14 CRESCENT STREET, 11B",710000,6/5/20
LONG ISLAND CITY,"21-26 45TH ROAD, 3",820000,6/5/20
MIDDLE VILLAGE,"62-96 WOODHAVEN BLVD, 6H",496168,6/5/20
OZONE PARK,137-33 95TH STREET,770000,6/5/20
QUEENS VILLAGE,216-06 110TH AVENUE,410000,6/5/20
QUEENS VILLAGE,215-11 MURDOCK AVENUE,495000,6/5/20
REGO PARK,"62-54 97TH PLACE, 8N",499999,6/5/20
RICHMOND HILL,107-58 114TH STREET,682000,6/5/20
ROSEDALE,222-12 145TH ROAD,526000,6/5/20
SPRINGFIELD GARDENS,121-40 LUCAS STREET,460000,6/5/20
ST. ALBANS,110-35 175TH STREET,570000,6/5/20
WOODSIDE,"56-05 31ST AVE, 2N",450000,6/5/20
WOODSIDE,"30-81 54TH STREET, 4G",540000,6/5/20
WOODSIDE,"39-65 52ND STREET, 9F",670000,6/5/20
SOUTH JAMAICA,176-15 110TH AVENUE,1,6/6/20
BAYSIDE,"47-18 217TH ST, 3D",237000,6/8/20
BAYSIDE,"209-10 41ST AVENUE, 2S",10,6/8/20
CORONA,"112-19 34TH AVENUE, 6H",140000,6/8/20
ELMHURST,73-49 53RD ROAD,740000,6/8/20
ELMHURST,42-27 77TH STREET,1300000,6/8/20
FAR ROCKAWAY,N/A GRASSMERE TERRACE,49000,6/8/20
FLUSHING-NORTH,163-47 26TH AVENUE,830000,6/8/20
FLUSHING-NORTH,146-20 HOLLY AVENUE,700000,6/8/20
FLUSHING-NORTH,"134-37 35TH AVENUE, 9D",1058980,6/8/20
FLUSHING-NORTH,"133-17 SANFORD AVENUE, 5C",535000,6/8/20
FLUSHING-SOUTH,"144-75 MELBOURNE AVENUE, 5F",258000,6/8/20
FOREST HILLS,"109-33 71ST ROAD, 8F",524888,6/8/20
FRESH MEADOWS,73-06 180TH STREET,1600000,6/8/20
GLEN OAKS,"254-23 73RD ROAD, 1",336000,6/8/20
JACKSON HEIGHTS,"34-59 89TH STREET, B1",350000,6/8/20
JAMAICA,"164-20 HIGHLAND AVE.,, 8B",124900,6/8/20
LITTLE NECK,"255-31 61ST AVE, 888",185000,6/8/20
LONG ISLAND CITY,"22-18 JACKSON AVE, 604",614200,6/8/20
REGO PARK,"97-10 62ND DRIVE, 10H",418000,6/8/20
RIDGEWOOD,17-23 CENTRE STREET,855000,6/8/20
RIDGEWOOD,61-15 PALMETTO STREET,90000,6/8/20
SO. JAMAICA-BAISLEY PARK,115-20 158TH STREET,361794,6/8/20
SOUTH OZONE PARK,149-56 124TH STREET,987703,6/8/20
SOUTH OZONE PARK,125-10 133RD AVE,940000,6/8/20
SPRINGFIELD GARDENS,120-50 200TH STREET,694000,6/8/20
SUNNYSIDE,45-24 50TH STREET,682000,6/8/20
ASTORIA,21-30 33RD STREET,1820000,6/9/20
ASTORIA,20-55 26TH STREET,1525000,6/9/20
BRIARWOOD,"139-15 83RD AVENUE, 236",220000,6/9/20
BROAD CHANNEL,66 WEST 16TH ROAD,620000,6/9/20
BROAD CHANNEL,N/A 16TH ROAD,620000,6/9/20
COLLEGE POINT,114-33 TAIPEI COURT,997885,6/9/20
FAR ROCKAWAY,22-51 NEW HAVEN AVENUE,757500,6/9/20
FLUSHING-NORTH,30-16 153RD STREET,1438000,6/9/20
FLUSHING-NORTH,43-35 159TH STREET,1450000,6/9/20
